name,age,gender,marital_status,cibil_score,monthly_income,employment_type,family_size,dependents,education_level
Steven Clark,53,Female,Single,394,165148,Self-Employed,1,0,PhD
Patricia Castaneda,51,Male,Married,556,152619,Self-Employed,1,0,Master
Mr. Kenneth Molina III,38,Female,Single,557,119561,Self-Employed,6,4,PhD
Jasmine Hodges,56,Female,Single,759,173594,Unemployed,6,0,PhD
Amanda Jackson,50,Male,Single,856,168926,Unemployed,3,2,High School
Alison Kirby,41,Female,Single,608,92432,Self-Employed,5,3,PhD
Christopher Willis,38,Female,Married,394,143466,Unemployed,2,1,Bachelor
Nicole Murphy,38,Female,Married,845,121112,Self-Employed,2,1,High School
Marcus Mclean,55,Female,Married,307,123483,Salaried,6,2,High School
Mark Bell,60,Male,Married,462,124934,Salaried,3,1,Master
Madison Clark,47,Male,Single,571,118160,Self-Employed,4,0,Bachelor
Kevin Lutz,58,Male,Married,873,186587,Unemployed,4,2,Bachelor
Abigail Robinson,25,Male,Single,395,123627,Unemployed,3,0,PhD
Gregory Arnold,35,Male,Married,709,152951,Self-Employed,6,0,Bachelor
Ashley Sanchez,58,Male,Married,540,68082,Unemployed,1,0,Bachelor
Ronald Cole,37,Male,Married,609,73193,Salaried,5,1,Master
Kristin Christensen,25,Female,Married,756,92966,Salaried,2,1,High School
Kenneth Johnson,25,Male,Married,645,197520,Unemployed,6,2,High School
Christopher Riggs,53,Male,Married,814,56895,Self-Employed,5,1,PhD
Nicole Bullock,41,Female,Married,504,39125,Unemployed,2,1,Bachelor
Rodney Jones,42,Female,Single,365,49795,Unemployed,1,0,High School
Jeffrey Flores,60,Female,Married,786,42726,Salaried,4,1,High School
Rachel Powell,40,Female,Single,401,142279,Salaried,1,0,Bachelor
Melanie Johnston,45,Male,Married,877,169529,Salaried,5,0,Master
Carolyn Ross,53,Male,Single,830,139674,Salaried,4,3,PhD
Scott Saunders,23,Female,Single,679,103315,Unemployed,5,2,Master
Darryl Bell,23,Female,Single,575,174527,Salaried,4,2,Bachelor
Clifford Sullivan,60,Male,Married,561,70210,Salaried,1,0,PhD
Gary Lowe,33,Male,Married,442,76118,Unemployed,4,1,PhD
Kristopher Lewis,35,Male,Single,582,198192,Unemployed,3,1,PhD
Thomas White,23,Male,Single,596,55074,Self-Employed,4,3,Master
Justin Madden,43,Male,Single,646,60486,Unemployed,5,2,Bachelor
Jonathan Jenkins,58,Male,Single,882,49794,Salaried,2,1,PhD
Taylor Madden,59,Male,Married,671,25667,Self-Employed,3,1,Master
Katelyn Warren DDS,28,Male,Married,400,52642,Self-Employed,3,0,Bachelor
David Hill,31,Male,Married,621,104490,Unemployed,6,0,Bachelor
Joseph Guerrero,40,Male,Married,701,155233,Unemployed,4,2,High School
Maxwell Mcgrath,46,Female,Married,622,49409,Self-Employed,6,4,Master
Nicholas Flowers,30,Male,Single,840,19931,Unemployed,2,0,PhD
Jasmin Ballard,58,Male,Married,822,106155,Unemployed,2,0,Bachelor
Amanda Armstrong,37,Male,Single,636,59747,Self-Employed,4,2,Master
Rodney Perry,50,Female,Single,569,168420,Unemployed,5,4,PhD
Craig Lynch,37,Male,Married,342,40929,Unemployed,4,3,Master
Vanessa Nelson,30,Male,Single,644,157097,Unemployed,4,1,High School
Rhonda Thompson,56,Male,Married,338,133331,Unemployed,2,1,PhD
Luke Chen,50,Female,Single,610,198535,Salaried,6,3,Bachelor
Jason Le,29,Male,Married,467,182556,Salaried,4,2,High School
James Pearson,55,Male,Married,653,180188,Salaried,3,0,Master
Julie Hill,21,Female,Single,363,125633,Unemployed,2,0,High School
Adrian Hampton MD,38,Male,Single,610,178331,Unemployed,3,1,Master
Michael Harris,34,Male,Single,818,161029,Self-Employed,2,0,Bachelor
Mr. David White,21,Female,Single,564,51509,Unemployed,3,1,Master
Jennifer Gay,22,Male,Married,580,82990,Self-Employed,1,0,PhD
Amy Combs DVM,48,Male,Single,612,57909,Self-Employed,3,1,Master
Kari Munoz,35,Male,Single,313,32909,Self-Employed,3,2,High School
Danielle Valenzuela,52,Female,Single,773,26852,Self-Employed,2,0,Master
Jennifer Irwin,55,Male,Single,341,77332,Salaried,6,0,PhD
Todd Montoya,48,Male,Married,373,98227,Salaried,4,2,PhD
Kathryn Hutchinson,55,Male,Married,582,99045,Self-Employed,3,0,High School
Karen Harris,44,Male,Married,638,175139,Unemployed,6,0,PhD
Cory Murphy,49,Male,Single,819,87305,Unemployed,5,1,High School
Gerald Mason,21,Male,Single,625,175623,Salaried,1,0,Bachelor
Rachel Smith,56,Female,Single,893,149042,Self-Employed,5,0,Bachelor
Derek Pham,45,Female,Married,828,44159,Self-Employed,5,1,High School
Robert Young,30,Female,Married,362,111827,Salaried,3,2,Master
Ashley Calderon,34,Female,Married,496,90240,Self-Employed,3,2,PhD
Doris Waters,57,Male,Married,505,164430,Unemployed,1,0,Bachelor
Daniel Stevens,56,Male,Single,657,26843,Salaried,6,4,PhD
Bobby Riggs,53,Female,Single,395,36179,Salaried,4,1,Master
Brian Whitaker,50,Male,Single,879,121396,Self-Employed,6,1,PhD
Karen Brown,55,Female,Married,771,157706,Unemployed,5,4,PhD
Melissa Young,52,Male,Married,558,163655,Salaried,6,5,Master
Jacob Stephens,53,Female,Married,782,36511,Unemployed,3,2,High School
Thomas Cordova,31,Male,Married,590,38354,Self-Employed,1,0,PhD
Debra King,46,Female,Married,536,150253,Self-Employed,4,3,PhD
Jennifer Jones,53,Female,Single,577,55325,Unemployed,4,0,Master
Daniel Henderson,29,Female,Married,471,30096,Self-Employed,5,2,High School
Heather Burke,25,Female,Single,775,118577,Unemployed,1,0,Master
Anthony Oneill,42,Female,Married,820,81085,Unemployed,3,2,Master
Jesse Sanchez,24,Female,Single,831,181217,Unemployed,1,0,PhD
Brandon Vargas,30,Female,Single,538,56242,Self-Employed,6,4,PhD
Melissa Jackson,24,Female,Married,787,87367,Unemployed,1,0,Bachelor
Steven Curry,59,Female,Married,729,179952,Salaried,5,3,PhD
Scott Day,29,Male,Single,884,99909,Self-Employed,2,1,PhD
Patrick Smith,41,Male,Single,828,167716,Self-Employed,6,1,Master
Alan Martin,25,Female,Single,377,164141,Unemployed,1,0,PhD
Richard Walsh,58,Female,Married,781,28245,Salaried,5,1,PhD
Zachary Moody,37,Female,Single,764,58157,Salaried,3,1,Master
Matthew Cook,50,Male,Single,882,196713,Salaried,4,0,Bachelor
Craig Johnson,33,Male,Single,755,181402,Salaried,4,0,Bachelor
Carl Yu,59,Female,Married,501,97867,Unemployed,4,0,Bachelor
Erik Medina,35,Female,Single,511,86663,Unemployed,3,0,Master
Keith Edwards,46,Male,Single,733,22904,Unemployed,3,2,Bachelor
Todd Powell,41,Female,Single,657,94549,Salaried,3,0,High School
Javier Diaz,51,Male,Single,315,87456,Self-Employed,5,4,Master
Marco French,31,Female,Single,583,86090,Unemployed,5,4,Bachelor
Mary Roberson,21,Male,Single,758,94339,Self-Employed,3,2,Bachelor
Donna Khan,27,Male,Married,697,26620,Unemployed,4,0,PhD
Chad Bishop,39,Female,Single,358,172445,Self-Employed,3,1,High School
Joseph Rice,57,Female,Single,666,92984,Unemployed,2,0,High School
Eric Brown,35,Female,Married,339,100635,Unemployed,4,2,PhD
Diana Johnston,57,Male,Single,554,22598,Self-Employed,1,0,High School
Jonathan Carlson,39,Male,Married,491,35415,Unemployed,3,0,Bachelor
Gregory Becker,55,Male,Married,314,119890,Salaried,4,3,PhD
Scott Giles,55,Female,Married,813,114893,Salaried,1,0,High School
Lisa Bonilla,31,Male,Single,411,104420,Unemployed,5,2,Bachelor
Jamie Cunningham,25,Male,Married,347,130389,Unemployed,2,1,High School
William Smith,27,Female,Single,875,22272,Salaried,2,0,Bachelor
Kevin Henderson,24,Female,Married,564,38511,Unemployed,1,0,Bachelor
Joshua Leonard,59,Male,Single,545,80687,Salaried,5,2,Master
Michael Smith,29,Male,Single,808,52892,Salaried,1,0,Master
Amber Scott,39,Male,Single,459,198752,Self-Employed,5,3,Bachelor
Maria James,23,Female,Single,609,29766,Salaried,4,0,PhD
Mrs. Megan Jackson DDS,34,Female,Married,659,108557,Unemployed,2,1,Bachelor
Joshua Carter,41,Male,Single,441,139484,Unemployed,5,1,Master
Melissa Willis,35,Male,Married,518,94901,Salaried,6,4,PhD
Richard Mitchell,25,Female,Single,370,120791,Salaried,2,1,High School
Kelly Lewis,47,Female,Single,866,63492,Self-Employed,1,0,Bachelor
Michael Erickson,57,Female,Single,304,73055,Unemployed,3,0,High School
Lisa Brown,48,Female,Single,755,144012,Unemployed,1,0,High School
Luke Martin,57,Female,Married,410,84055,Unemployed,5,2,Master
Michelle Price,24,Male,Single,662,16847,Self-Employed,5,0,High School
James Ortiz,37,Male,Single,423,40391,Salaried,5,0,Bachelor
Michael Hall,48,Male,Single,410,93887,Salaried,6,4,Master
Kristi Barrera,27,Female,Single,345,197499,Self-Employed,2,1,High School
Scott Webster,28,Male,Married,783,107539,Self-Employed,1,0,Master
Keith Carter,22,Male,Married,599,132214,Unemployed,1,0,Master
Keith Garcia,23,Female,Married,725,15515,Unemployed,3,0,PhD
Brian Burns,36,Male,Married,334,186920,Unemployed,4,0,Bachelor
Russell Cox,30,Male,Single,454,20333,Salaried,4,0,Bachelor
Melissa Spencer,26,Male,Married,858,169926,Salaried,1,0,Master
Daniel Romero,58,Male,Single,400,39147,Self-Employed,1,0,Master
Megan Moreno,31,Female,Single,537,82635,Salaried,4,1,Bachelor
Christopher Carter,52,Male,Single,623,83397,Salaried,3,0,Bachelor
Megan Lane,39,Male,Single,838,71097,Self-Employed,3,0,High School
Lindsey Conley,26,Female,Single,459,185620,Salaried,5,2,Master
Jeffery Brown,59,Female,Married,652,96288,Self-Employed,3,2,Bachelor
Eric Branch,31,Male,Single,491,138028,Unemployed,4,3,High School
Juan Koch,49,Male,Single,398,104215,Unemployed,2,0,Master
Leah Yoder,21,Male,Single,497,196941,Self-Employed,5,3,High School
Linda Bailey,52,Male,Married,491,168261,Self-Employed,1,0,High School
Joy Charles,57,Male,Married,772,59375,Self-Employed,1,0,Bachelor
Patrick Perez,47,Female,Married,636,103342,Unemployed,4,3,Bachelor
Janet Morales,47,Female,Single,821,25892,Salaried,6,5,High School
Kimberly Collins,28,Female,Married,498,167155,Salaried,1,0,High School
Michelle Nunez,43,Male,Married,667,178388,Salaried,4,3,Bachelor
Andrea Benson,55,Female,Single,726,80932,Self-Employed,1,0,High School
Jerry Santos,39,Female,Single,688,22860,Self-Employed,4,1,Master
Tony Harris,35,Male,Married,739,162365,Self-Employed,5,3,PhD
Heather Peck,22,Male,Single,724,176805,Self-Employed,2,1,High School
Gregory Hernandez,24,Male,Single,872,84213,Salaried,1,0,PhD
Amanda Sampson,38,Female,Married,517,75275,Self-Employed,2,1,Master
Vickie Brown,38,Male,Single,415,120022,Salaried,2,0,High School
William Medina,28,Female,Single,611,76828,Salaried,1,0,High School
Amanda Davis,57,Female,Married,713,124197,Unemployed,3,1,PhD
David Ward,33,Male,Married,319,60114,Unemployed,4,0,Bachelor
Sydney Mcknight,26,Female,Single,837,124115,Unemployed,3,2,PhD
Jessica Richards,51,Female,Married,309,105371,Self-Employed,6,2,Master
Cory Scott,30,Male,Single,652,33648,Salaried,2,1,PhD
Vincent Horton,30,Female,Single,302,88421,Salaried,2,0,High School
Mr. James Meyers MD,60,Female,Single,794,123902,Self-Employed,6,3,Bachelor
Mrs. Ashley Anderson,33,Female,Married,653,106803,Salaried,1,0,PhD
David Wilson,34,Male,Married,537,109643,Unemployed,2,0,Master
Deborah Hayes MD,22,Male,Single,368,82186,Self-Employed,3,0,Master
Emily Bryant,33,Female,Married,604,64554,Self-Employed,6,0,High School
Sarah Oneill,38,Male,Single,446,172234,Salaried,2,0,Bachelor
Roger Delgado,56,Male,Single,387,58458,Self-Employed,3,0,High School
Mr. Shane Khan,30,Male,Single,401,70399,Salaried,3,1,Master
Charles Hicks,51,Female,Single,564,125001,Self-Employed,4,1,Bachelor
Madison Trujillo,55,Female,Single,736,108396,Salaried,5,1,High School
Joseph Johnson PhD,49,Male,Single,655,96102,Salaried,6,4,Bachelor
Kyle Jones,26,Male,Single,511,21177,Unemployed,5,3,Bachelor
Elizabeth Nash,52,Female,Single,539,135823,Unemployed,5,0,PhD
Gregory Fields,60,Female,Single,536,114586,Salaried,5,4,PhD
Stephanie Atkinson,48,Male,Married,897,116787,Self-Employed,6,0,High School
Patricia Walker,38,Male,Married,452,173945,Salaried,2,1,High School
Cory Campos,33,Female,Married,464,34803,Unemployed,5,3,Bachelor
Andrew Robinson,31,Female,Married,809,122773,Unemployed,6,4,High School
Michael Zimmerman,39,Female,Single,762,160083,Unemployed,1,0,Master
Zachary Frazier,21,Male,Single,615,66076,Unemployed,1,0,Master
Brandy White MD,52,Female,Married,534,172577,Unemployed,1,0,PhD
Justin Reynolds,24,Female,Married,821,174497,Unemployed,6,1,Bachelor
Christopher Bradley,22,Female,Single,540,90238,Self-Employed,3,1,High School
Sarah Erickson,21,Female,Married,895,145357,Self-Employed,5,1,PhD
Joel Vazquez,37,Female,Married,646,109670,Unemployed,3,2,Bachelor
Adam Cole,39,Female,Married,362,167031,Unemployed,4,0,High School
John Kim Jr.,51,Female,Married,522,156471,Unemployed,5,3,Bachelor
Rachel Spencer,52,Male,Married,360,130035,Unemployed,6,1,High School
Tina Gonzalez,45,Female,Married,414,144462,Self-Employed,3,0,Bachelor
Jasmine Allen,22,Male,Single,461,23176,Self-Employed,1,0,Bachelor
Jerry May,23,Male,Married,800,94516,Unemployed,6,5,Master
James Torres,33,Male,Single,796,120606,Self-Employed,6,2,PhD
Rachel Keith,32,Male,Single,875,42635,Salaried,1,0,High School
Virginia Harper,56,Male,Single,381,80541,Unemployed,3,2,High School
Lindsey Grimes,48,Male,Married,573,53699,Salaried,6,5,Master
Ronald Odom,31,Male,Married,600,83672,Salaried,2,1,High School
Angela Gonzalez,54,Female,Married,895,64771,Unemployed,5,3,Master
Kimberly Prince,39,Male,Married,571,108364,Salaried,5,0,Master
Kayla Everett,22,Female,Married,382,103875,Salaried,3,1,Master
Michael Page,42,Female,Single,722,50990,Unemployed,6,5,High School
Melanie King,39,Male,Single,593,172379,Self-Employed,3,1,Master
Debbie Krause,54,Male,Married,376,39333,Self-Employed,5,3,PhD
Daniel Torres,57,Female,Married,671,63111,Self-Employed,4,3,PhD
Sandra Marks MD,37,Male,Married,563,119684,Unemployed,3,0,Master
Erica Barker,50,Female,Married,847,131600,Salaried,4,0,PhD
Craig Contreras,30,Male,Married,451,178999,Salaried,3,2,Bachelor
Michael Fuller Jr.,54,Female,Married,414,185102,Salaried,4,3,High School
Toni Wood,22,Male,Single,489,173994,Salaried,5,0,High School
Natasha Harris,47,Male,Single,813,196701,Unemployed,1,0,Master
Kelly Fuentes,30,Female,Single,581,120481,Self-Employed,2,0,Master
Harold Shea,33,Female,Married,733,198244,Salaried,2,1,Master
Mrs. Miranda Roberts,41,Female,Single,669,30996,Salaried,2,0,High School
Cheyenne Gomez,36,Female,Married,558,59413,Salaried,2,0,Master
Jay Hale,55,Male,Single,517,136085,Unemployed,5,0,PhD
Gloria Morales,58,Female,Married,510,91222,Salaried,4,3,PhD
Colleen Morales,51,Male,Single,850,118200,Unemployed,5,2,High School
Timothy Cook,45,Female,Single,615,61860,Unemployed,2,1,Master
Shelby Reese,35,Female,Married,311,147572,Self-Employed,1,0,Bachelor
Rachel Perez,47,Female,Married,443,30479,Self-Employed,2,1,PhD
Jason Perez,33,Male,Single,412,106899,Unemployed,3,0,PhD
Kara Johnson,21,Male,Single,725,162165,Self-Employed,1,0,High School
Teresa Meadows,35,Female,Single,307,54226,Self-Employed,5,1,PhD
Michele Meyer,27,Female,Single,824,102279,Self-Employed,4,3,PhD
Michael Wood,42,Male,Married,526,16874,Salaried,5,2,PhD
Michelle Franco,57,Female,Single,737,51013,Self-Employed,4,2,Bachelor
Bruce Owens,52,Female,Single,527,158043,Unemployed,6,2,Master
Elizabeth Walker,30,Female,Single,788,49049,Salaried,1,0,PhD
Elizabeth Campbell,38,Male,Single,360,75836,Unemployed,5,2,High School
Kristin Porter,42,Male,Married,842,42588,Unemployed,3,0,Master
Cesar Hill,23,Male,Single,333,134420,Salaried,5,3,PhD
Alexandra Lynch,46,Female,Married,344,85747,Unemployed,1,0,PhD
Tamara Green,21,Male,Single,435,30984,Unemployed,4,3,PhD
Kristen Rojas,42,Male,Married,352,34741,Self-Employed,3,0,PhD
Dr. Thomas Stewart,47,Male,Married,363,197061,Self-Employed,6,3,PhD
Randy Anderson,57,Female,Married,688,59683,Salaried,2,1,PhD
Catherine Dougherty,58,Female,Single,351,173797,Unemployed,5,0,High School
Caitlin Smith,48,Male,Single,845,16773,Unemployed,6,2,Master
Wayne Compton,32,Female,Single,470,88264,Salaried,3,0,Bachelor
Daniel Long,59,Female,Single,710,178315,Self-Employed,1,0,High School
Nicole Schneider,34,Female,Single,310,45988,Unemployed,5,2,PhD
Zachary Robertson,60,Female,Married,864,145425,Salaried,4,0,Master
Dominique Bell,21,Male,Single,385,96103,Self-Employed,1,0,High School
Jeffrey Bates,53,Female,Married,506,91610,Unemployed,3,0,Master
Amy Scott,40,Male,Single,429,85198,Salaried,4,1,Bachelor
John Lopez,56,Female,Married,680,40416,Unemployed,5,3,PhD
Bradley Moore,48,Male,Single,336,17452,Self-Employed,2,1,PhD
Stephanie Jones,22,Male,Single,312,54100,Unemployed,5,3,Bachelor
Alicia Miller,44,Female,Single,833,26168,Salaried,6,0,Master
Kara Hill,58,Female,Single,612,60999,Self-Employed,3,0,Bachelor
Brenda Rosales,57,Female,Married,396,173132,Salaried,1,0,High School
Lindsay Wilson,29,Female,Single,768,85127,Unemployed,2,0,Master
Michael Branch,37,Female,Married,843,170302,Unemployed,2,0,PhD
Brent Roberts,51,Female,Single,529,109038,Salaried,4,1,Bachelor
Shari Cochran,40,Male,Single,533,175779,Unemployed,1,0,PhD
Richard Obrien,35,Male,Married,829,103965,Unemployed,5,1,High School
Amanda Moore,32,Male,Single,699,162264,Salaried,1,0,Bachelor
Kevin Bass,40,Male,Married,381,182400,Self-Employed,5,2,Master
Melissa Scott,53,Male,Married,329,131104,Self-Employed,1,0,PhD
Kenneth Fisher,37,Female,Married,807,106705,Salaried,2,1,PhD
Michele Shepherd,43,Female,Married,423,64631,Self-Employed,4,2,Bachelor
Jessica Flowers,23,Female,Single,366,188834,Unemployed,1,0,PhD
Wayne Fernandez,32,Female,Married,767,172520,Self-Employed,2,1,PhD
Steve Jimenez,50,Male,Single,588,18619,Salaried,1,0,High School
Mark Anthony,32,Male,Single,887,50831,Salaried,2,0,High School
Bradley Collins,45,Female,Single,824,199114,Unemployed,4,1,High School
Ms. Amy Mckee MD,27,Male,Married,820,101586,Self-Employed,2,1,Master
Jerry Phillips,52,Male,Married,685,105101,Self-Employed,5,3,High School
Katie Johnson,43,Female,Single,702,98404,Salaried,6,5,Bachelor
Debra Taylor,48,Male,Single,350,155122,Salaried,4,1,PhD
Tiffany Reyes,21,Female,Single,707,29654,Salaried,5,2,High School
Emily Brooks,29,Female,Single,432,125045,Self-Employed,2,0,Master
Daniel Andrews,41,Female,Single,779,167194,Salaried,1,0,High School
Jeffrey Williams,49,Female,Single,502,50539,Salaried,1,0,PhD
Jennifer Payne,39,Female,Married,569,34343,Unemployed,3,2,Master
Megan Lewis,33,Female,Single,879,83814,Unemployed,5,1,PhD
Karl Lopez,26,Male,Married,867,48076,Salaried,6,1,PhD
Susan Mathis,32,Female,Single,471,160502,Salaried,4,0,Master
James Rice,42,Male,Single,875,48523,Unemployed,2,0,Master
Michael Baker,32,Female,Married,526,87536,Salaried,3,0,Bachelor
Stephen Rodriguez,22,Female,Single,317,72350,Unemployed,1,0,Master
Megan Baldwin,56,Male,Single,769,77894,Unemployed,4,0,Bachelor
Mike Collins,49,Male,Married,329,52387,Salaried,3,1,High School
Rachael Small,34,Male,Married,616,178912,Salaried,6,1,Bachelor
Jessica Briggs,46,Female,Single,797,168392,Self-Employed,6,4,High School
Dr. Patricia Taylor DVM,49,Female,Single,567,94784,Salaried,5,4,PhD
Christina Alexander,27,Female,Married,641,92295,Salaried,1,0,PhD
Jessica Campbell,46,Male,Single,568,97341,Self-Employed,3,1,Master
Anthony Edwards,30,Female,Single,757,161945,Salaried,3,2,Master
Timothy Williams,52,Female,Single,692,26955,Unemployed,4,3,High School
Jessica Flores,25,Female,Married,519,163938,Self-Employed,6,1,High School
Donald Watts,48,Female,Single,750,75651,Unemployed,1,0,Master
Stephanie Smith,38,Male,Married,373,151209,Salaried,1,0,PhD
Rebecca Fisher,51,Female,Single,800,181472,Unemployed,4,3,High School
Crystal Obrien,28,Male,Single,633,153836,Salaried,2,0,Bachelor
John Wilkerson,26,Female,Married,368,94785,Salaried,5,1,High School
Jessica Wilson,23,Male,Married,685,51202,Salaried,6,5,PhD
Meagan Simpson,40,Male,Married,719,86194,Self-Employed,4,0,PhD
Blake Hopkins,36,Female,Married,328,159094,Unemployed,3,1,Bachelor
Dawn Ross,38,Female,Single,623,144786,Unemployed,1,0,Bachelor
George Landry,33,Female,Single,353,45412,Self-Employed,2,0,PhD
Holly Mitchell,44,Male,Married,658,195093,Salaried,2,0,Master
Jonathan Montgomery,37,Male,Single,636,165140,Unemployed,1,0,High School
